dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
tree-preservation-order,,2023-08-17,,,prospective,local-authority:AMB,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:AMB,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:ARU,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:ARU,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:ARU,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:ARU,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:ARU,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:ARU,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:ARU,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:ARU,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:ASF,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:ASF,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:ASF,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:ASF,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:ASF,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:ASF,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:ASF,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:ASF,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:ASH,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:ASH,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:ASH,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:ASH,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:ASH,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:ASH,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:ASH,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:ASH,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:BAB,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:BAB,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:BAB,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:BAB,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:BAB,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:BAB,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:BAB,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:BAB,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:BAE,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:BAE,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:BAE,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:BAE,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:BAE,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:BAE,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:BAE,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:BAE,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:BAI,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:BAI,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:BAI,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:BAI,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:BAI,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:BAI,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:BAI,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:BAI,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:BAN,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:BAN,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:BAN,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:BAN,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:BAN,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:BAN,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:BAN,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:BAN,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:BAR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:BAR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:BAR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:BAR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:BAR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:BAR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:BAR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:BAR,open-digital-planning,article-4-direction
